topic_id,global_index,local_index,is_selected_representative,cluster_size,papers_selected_from_cluster,title,authors,year,journal,doi,abstract,keywords,similarity_to_centroid,similarity_to_cluster_papers,diversity_score,representativeness_score,xai_alignment,symbolic_alignment,subsymbolic_alignment,representative_title,representative_authors,similarity_to_representative,is_similar_to_representative
0,16,1,True,891,133,{Logic-Oriented Autoencoders and Granular Logic Autoencoders: Developing Interpretable Data Representation},"Al-Hmouz, R and Pedrycz, W and Balamash, A and Morfeq, A",2022,IEEE Transactions on Fuzzy Systems,10.1109/TFUZZ.2020.3043659,"The plethora of ways of data representation and their applications to system modeling is inherently associated with dimensionality reduction. In a nutshell, the result of dimensionality reduction should support efficient ways of constructing ensuing models (classifiers and predictors) as well as an interpretation of the data themselves. Furthermore, there should be a suitable measure quantifying the quality of data positioned in the reduced space. We advocate that what makes the reduced data interpretable goes hand in hand with revealing a logic fabric of the data, suppressing redundancy, and finally arriving at a logic description of data. The anticipation is that the reduced data can be described in the form of logic expressions formed over the original highly dimensional data. Evidently, having these above-stated points in mind, the aim of this article is twofold: 1) to develop a logic-oriented data representation with the aid of autoencoders; and 2) to quantify the quality of results of this dimensionality reduction by incorporating a facet of information granularity. In other words, we argue that the result of dimensionality reduction gives rise to information granules whose level of granularity associates with the quality of processing completed by the autoencoder. In light of the recent surge of architectures of deep learning, the study is focused on the construction and analysis of logic-oriented autoencoders. We propose a two-level architecture composed of the logic-oriented processing units organized in two layers of logic processing units. As data representation provided by the autoencoder is not ideal, we augment the original architecture by granular parameters, which give rise to granular logic-oriented autoencoders. A suite of experiments is also reported.","Autoencoder,Computer architecture,Decoding,Deep learning,Encoding,Neurons,Optimization,Performance analysis,deep learning,granular computing,information granules,logic autoencoder",0.55782557,0.34460172,0.44047737,0.46981442,0.125,0.08333333333333333,0.1111111111111111,,,,
0,41,3,True,891,133,"{Interpretability of deep neural networks: A review of methods, classification and hardware}","Antamis, T and Drosou, A and Vafeiadis, T and Nizamis, A and Ioannidis, D and Tzovaras, D",2024,NEUROCOMPUTING,10.1016/j.neucom.2024.128204,"Artificial intelligence, and especially deep neural networks, have evolved substantially in the recent years, infiltrating numerous domains of applications, often greatly impactful to society's well-being. As a result, the need to understand how these models operate in depth and to access explanations of their decisions has become more vital than ever. Tending to this demand, the following paper aims to provide a thorough overview of the methods that have so far been developed to explain deep neural networks. Key aspects of explainability are defined and a straightforward classification of existing approaches is introduced, along with numerous examples. The task of realizing these methods on hardware is also discussed to complete the understanding of their application.",,0.56496745,0.3490137,0.25536853,0.33276826,0.25,0.0,0.2222222222222222,,,,
0,92,13,True,891,133,{Towards interpretability in fingerprint based indoor positioning: May attention be with us},"Brunello, A and Montanari, A and Saccomanno, N",2023,Expert Systems with Applications,10.1016/j.eswa.2023.120679,"In a world increasingly pervaded by mobile and IoT devices, position-related information is gaining more and more importance. Highly accurate and standardized positioning techniques are not yet available for indoor scenarios, unlike for the outdoor case. The most commonly used method for indoor positioning is WiFi fingerprinting, which, despite its well-recognized advantages, still suffers from some notable limitations. Recently, approaches relying on deep learning showed promising results even though their lack of interpretability is still a significant drawback. In this paper, for the first time, we propose a domain-specific concept of interpretability, based on identifying the access points that are most relevant to a position estimate. The goal is to enhance the positioning process by gaining novel scientific knowledge and operational insights, without worsening the performance of the task. We show how it is possible to practically achieve both a local and a global notion of interpretability by means of a deep learning model equipped with an attention module, applied to a ranking based fingerprint representation. Since off-the-shelf application of attention does not guarantee to achieve a faithful nor plausible interpretation, we verified through a series of thoroughly designed quantitative and qualitative clustering based experiments the existence of a strong relationship between the obtained interpretations and the positioning domain. Finally, as by-product, we showed an example of how the new knowledge can be used in principle to improve positioning performance. {\textcopyright}2023 Elsevier Ltd","Access points,Artificial intelligence,Deep learning,Domain specific,Highly accurate,Indoor positioning,Indoor positioning systems,Interpretability,Neural network,Neural-networks,Position estimates,Positioning techniques,Ubiquitous systems,Wi-Fi,Wi-Fi fingerprinting,WiFi fingerprinting,Wireless local area networks (WLAN)",0.5634059,0.34804899,0.406882,0.44601294,0.125,0.08333333333333333,0.2222222222222222,,,,
0,114,17,True,891,133,{Improving and evaluating complex question answering over knowledge bases by constructing strongly supervised data},"Cao, X and Zhao, Y S and Shen, B",2023,NEURAL COMPUTING & APPLICATIONS,10.1007/s00521-022-07965-0,"Complex question answering (CQA) is widely used in real-world tasks such as search engines and intelligent customer service. With the development of large-scale knowledge bases, CQA over knowledge bases has attracted considerable attention in recent years. However, there are many types of complex questions, and few works deeply focus on the performance analysis of models for different types of questions. Another major challenge is the lack of complete supervised labels due to the expense of manual labelling, decreasing model interpretability and increasing the difficulty of model training. In this paper, we constructed a dataset, named CoSuQue, which includes multiple types of complex questions and complete supervised labels that are easily obtained. Our work provides an in-depth analysis of the model's ability to answer different types of questions, contributing a comprehensive evaluation of the performance of CQA models. Based on the ability of the model to handle different types of questions, the model structure can be improved in a more targeted manner. The different types of complex questions and the complete supervised labels allow the inference process of the model to be investigated. Furthermore, we propose a novel training method that leverages the proposed dataset to improve the performance of the model on other publicly available datasets. Experiments on the Complex WebQuestions and WebQuestionsSP datasets demonstrate the effectiveness of our approach on the CQA task.",,0.6217319,0.38408044,0.34183443,0.4118088,0.125,0.08333333333333333,0.0,,,,
0,117,18,True,891,133,{A modular architecture for transparent computation in recurrent neural networks},"Carmantini, G S and beim Graben, P and Desroches, M and Rodrigues, S",2017,Neural Networks,10.1016/j.neunet.2016.09.001 LK - https://unimib.on.worldcat.org/atoztitles/link?sid=EMBASE&sid=EMBASE&issn=18792782&id=doi:10.1016%2Fj.neunet.2016.09.001&atitle=A+modular+architecture+for+transparent+computation+in+recurrent+neural+networks&stitle=Neural+Netw.&title=Neural+Networks&volume=85&issue=&spage=85&epage=105&aulast=Carmantini&aufirst=Giovanni+S.&auinit=G.S.&aufull=Carmantini+G.S.&coden=NNETE&isbn=&pages=85-105&date=2017&auinit1=G&auinitm=S,"Computation is classically studied in terms of automata, formal languages and algorithms; yet, the relation between neural dynamics and symbolic representations and operations is still unclear in traditional eliminative connectionism. Therefore, we suggest a unique perspective on this central issue, to which we would like to refer as transparent connectionism, by proposing accounts of how symbolic computation can be implemented in neural substrates. In this study we first introduce a new model of dynamics on a symbolic space, the versatile shift, showing that it supports the real-time simulation of a range of automata. We then show that the G{\""{o}}delization of versatile shifts defines nonlinear dynamical automata, dynamical systems evolving on a vectorial space. Finally, we present a mapping between nonlinear dynamical automata and recurrent artificial neural networks. The mapping defines an architecture characterized by its granular modularity, where data, symbolic operations and their control are not only distinguishable in activation space, but also spatially localizable in the network itself, while maintaining a distributed encoding of symbolic representations. The resulting networks simulate automata in real-time and are programmed directly, in the absence of network training. To discuss the unique characteristics of the architecture and their consequences, we present two examples: (i) the design of a Central Pattern Generator from a finite-state locomotive controller, and (ii) the creation of a network simulating a system of interactive automata that supports the parsing of garden-path sentences as investigated in psycholinguistics experiments.","article,artificial neural network,central pattern generator,linguistics,mathematical model,nonlinear system,priority journal,recurrent neural network,simulation,symbolism",0.52371055,0.3235269,0.37412083,0.41151828,0.125,0.16666666666666666,0.2222222222222222,,,,
0,142,20,True,891,133,{An Interpretable Channelwise Attention Mechanism based on Asymmetric and Skewed Gaussian Distribution},"Chen, C and Li, B",2023,Pattern Recognition,10.1016/j.patcog.2023.109467,"Channelwise attention mechanisms have recently been demonstrated to boost the performance of deep convolutional neural networks (CNNs). The hypothesis on the negative correlation between channelwise responses and their importance levels has been verified. Therefore, according to the shifted means and unbalanced responses that are observed in attention distribution, two empirical hypotheses are proposed in this paper. Then, as an interpretable attention module, bilateral asymmetric skewed Gaussian attention (bi-SGA) is utilized to combine skewed and asymmetric properties into the Gaussian context transformer (GCT), which is the state-of-the-art. Finally, extensive experiments on the different benchmarks validate the rationality of the hypotheses. The proposed bi-SGA improves the overall performance of GCT attention mechanisms with only two extra parameters to be learned. Moreover, our attention mechanism also provides a perspective on analyzing the channelwise importance levels in deep neural networks in an interpretable and logical manner. {\textcopyright}2023 Elsevier Ltd","Asymmetric distribution,Attention mechanisms,Channelwise attention,Convolutional neural network,Convolutional neural networks,Deep neural networks,Gaussian distribution,Gaussians,Interpretable modeling,Mechanism-based,Negative correlation,Performance,Skewness distribution",0.49724424,0.30717707,0.4156772,0.43606895,0.125,0.08333333333333333,0.2222222222222222,,,,
0,156,23,True,891,133,{Positional normalization-based mixed-image data augmentation and ensemble self-distillation algorithm},"Chen, W and Hu, Y and Peng, M and Zhu, B",2024,Expert Systems with Applications,10.1016/j.eswa.2024.124140,"The prior approach to data augmentation using positional normalization necessitated manual determination of weight parameters for blending two images. However, theoretically, these parameters cannot cater to all samples. We propose a novel data augmentation approach called pnMix (Positional normalization-based data mixing) based on data blending and positional normalization to address these issues. Moreover, we have improved the teacher model of an existing network structure based on self-distillation technology using an ensembling approach called ESKD. Our method enhances performance across multiple datasets and tasks. We outperform previous methods in complex real-world datasets such as imagenet-a and imagenet-o, which we believe are highly meaningful for practical applications. Specifically, we obtain good results on the CIFAR100 and Imagenet image classification datasets, the Pascal VOC and COCO object detection datasets, and the COCO and Cityscapes image segmentation datasets. Furthermore, we analyze the pnMix method's advantages compared to other data augmentation methods through visualization techniques, demonstrating its effectiveness and interpretability. Our source code and pre-trained models are available at https://github.com/sydney72380/pnMix. {\textcopyright}2024 Elsevier Ltd","Classification (of information),Data augmentation,Data ensemble,Data visualization,Distillation,Distillation algorithm,Image data,Image mixing,Image segmentation,Knowledge self-distillation,Mixing,Normalisation,Object detection,Positional normalization,Teacher models,Weight parameters",0.51891804,0.32056627,0.32295477,0.3719456,0.125,0.08333333333333333,0.1111111111111111,,,,
0,199,30,True,891,133,{CHIP: Channel-Wise Disentangled Interpretation of Deep Convolutional Neural Networks},"Cui, X and Wang, D and Wang, Z J",2020,IEEE Transactions on Neural Networks and Learning Systems,10.1109/TNNLS.2019.2952322,"With the increasing popularity of deep convolutional neural networks (DCNNs), in addition to achieving high accuracy, it becomes increasingly important to explain how DCNNs make their decisions. In this article, we propose a CHannel-wise disentangled InterPretation (CHIP) model for visual interpretations of DCNN predictions. The proposed model distills the class-discriminative importance of channels in DCNN by utilizing sparse regularization. We first introduce network perturbation to learn the CHIP model. The proposed model is capable to not only distill the global perspective knowledge from networks but also present class-discriminative visual interpretations for the predictions of networks. It is noteworthy that the CHIP model is able to interpret different layers of networks without retraining. By combining the distilled interpretation knowledge at different layers, we further propose the Refined CHIP visual interpretation that is both high-resolution and class-discriminative. Based on qualitative and quantitative experiments on different data sets and networks, the proposed model provides promising visual interpretations for network predictions in an image classification task compared with the existing visual interpretation methods. The proposed model also outperforms the related approaches in the ILSVRC 2015 weakly supervised localization task.","Channel-wise disentanglement,Data models,Knowledge engineering,Logic gates,Perturbation methods,Predictive models,Task analysis,Visualization,model interpretability,network perturbation,visual interpretation",0.5896743,0.36427656,0.2624914,0.34428713,0.125,0.16666666666666666,0.3333333333333333,,,,
0,277,49,True,891,133,{Image Visual Realism: From Human Perception to Machine Computation},"Fan, S and Ng, T.-T. and Koenig, B L and Herberg, J S and Jiang, M and Shen, Z and Zhao, Q",2018,IEEE transactions on pattern analysis and machine intelligence,10.1109/TPAMI.2017.2747150 LK - https://unimib.on.worldcat.org/atoztitles/link?sid=EMBASE&sid=EMBASE&issn=19393539&id=doi:10.1109%2FTPAMI.2017.2747150&atitle=Image+Visual+Realism%3A+From+Human+Perception+to+Machine+Computation&stitle=IEEE+Trans+Pattern+Anal+Mach+Intell&title=IEEE+transactions+on+pattern+analysis+and+machine+intelligence&volume=40&issue=9&spage=2180&epage=2193&aulast=Fan&aufirst=Shaojing&auinit=S.&aufull=Fan+S.&coden=&isbn=&pages=2180-2193&date=2018&auinit1=S&auinitm=,"Visual realism is defined as the extent to which an image appears to people as a photo rather than computer generated. Assessing visual realism is important in applications like computer graphics rendering and photo retouching. However, current realism evaluation approaches use either labor-intensive human judgments or automated algorithms largely dependent on comparing renderings to reference images. We develop a reference-free computational framework for visual realism prediction to overcome these constraints. First, we construct a benchmark dataset of 2,520 images with comprehensive human annotated attributes. From statistical modeling on this data, we identify image attributes most relevant for visual realism. We propose both empirically-based (guided by our statistical modeling of human data) and deep convolutional neural network models to predict visual realism of images. Our framework has the following advantages: (1) it creates an interpretable and concise empirical model that characterizes human perception of visual realism; (2) it links computational features to latent factors of human image perception.","artificial neural network,computer graphics,female,human,machine learning,male,physiology,procedures,psychophysics,statistical model,virtual reality,vision",0.55106294,0.3404241,0.3741526,0.41838017,0.125,0.08333333333333333,0.2222222222222222,,,,
0,316,55,True,891,133,{ARTxAI: Explainable Artificial Intelligence Curates Deep Representation Learning for Artistic Images Using Fuzzy Techniques},"Fumanal-Idocin, J and Andreu-Perez, J and Cord{\'{o}}n, O and Hagras, H and Bustince, H",2024,IEEE Transactions on Fuzzy Systems,10.1109/TFUZZ.2023.3337878,"Automatic art analysis employs different image processing techniques to classify and categorize works of art. When working with artistic images, we need to take into account further considerations compared to classical image processing. This is because artistic paintings change drastically depending on the author, the scene depicted, and their artistic style. This can result in features that perform very well in a given task but do not grasp the whole of the visual and symbolic information contained in a painting. In this article, we show how the features obtained from different tasks in artistic image classification are suitable to solve other ones of similar nature. We present different methods to improve the generalization capabilities and performance of artistic classification systems. Furthermore, we propose an explainable artificial intelligence method to map known visual traits of an image with the features used by the deep learning model considering fuzzy rules. These rules show the patterns and variables that are relevant to solve each task and how effective is each of the patterns found. Our results show that compared to multitask learning, our proposed context-aware features can achieve up to 19% more accurate results when using the residual network architecture and 3% when using ConvNeXt. We also show that some of the features used by these models can be more clearly correlated to visual traits in the original image than other kinds of features.","Art,Automatic art analysis,Deep learning,Feature extraction,Image classification,Painting,Visualization,deep learning,explainable artificial intelligence,fuzzy clustering,fuzzy rules,image classification",0.60494304,0.37370893,0.3160255,0.38825488,0.125,0.16666666666666666,0.1111111111111111,,,,
